Site Name,Sample Collection Date,Concentration,7dra_not_centered
Brightwater,11/13/2023,1581173460,2667898823.0
Brightwater,11/14/2023,1620290273,2305657035.142857
Brightwater,11/15/2023,1568679751,2010725919.7142856
Brightwater,11/16/2023,1517069229,1783105476.5714285
Brightwater,11/17/2023,1465458708,1622795705.857143
Brightwater,11/18/2023,1413848186,1529796607.5714285
Brightwater,11/19/2023,1362237664,1504108181.5714285
Brightwater,11/20/2023,1245646726,1456175791.0
Brightwater,11/21/2023,1129055788,1385999436.0
Brightwater,11/22/2023,1075558666,1315553566.7142856
Brightwater,11/23/2023,1022061544,1244838183.142857
Brightwater,11/24/2023,968564423,1173853285.2857144
Brightwater,11/25/2023,915067301,1102598873.142857
Brightwater,11/26/2023,861570179,1031074946.7142857
Brightwater,11/27/2023,915731613,983944216.2857143
Brightwater,11/28/2023,969893046,961206681.7142857
Brightwater,11/29/2023,1020509742,953342549.7142857
Brightwater,11/30/2023,1071126437,960351820.1428572
Brightwater,12/01/2023,1121743133,982234493.0
Brightwater,12/02/2023,1172359828,1018990568.2857143
Brightwater,12/03/2023,1222976523,1070620046.0
Brightwater,12/04/2023,1120793146,1099914550.7142856
Brightwater,12/05/2023,1018609768,1106874082.4285715
Brightwater,12/06/2023,1024025948,1107376397.5714285
Brightwater,12/07/2023,1029442127,1101421496.142857
Brightwater,12/08/2023,1034858307,1089009378.142857
Brightwater,12/09/2023,1040274486,1070140043.5714285
Brightwater,12/10/2023,1045690665,1044813492.4285715
Brightwater,12/11/2023,1008486900,1028769743.0
Brightwater,12/12/2023,971283135,1022008795.4285715
Brightwater,12/13/2023,886814665,1002407183.5714285
Brightwater,12/14/2023,802346194,969964907.4285715
Brightwater,12/15/2023,717877724,924681967.0
Brightwater,12/16/2023,633409254,866558362.4285715
Brightwater,12/17/2023,548940784,795594093.7142857
Brightwater,12/18/2023,655778117,745207124.7142857
Brightwater,12/19/2023,762615450,715397455.4285715
Brightwater,12/20/2023,1010597428,733080707.2857143
Brightwater,12/21/2023,1258579406,798256880.4285715
Brightwater,12/22/2023,1506561383,910925974.5714285
Brightwater,12/23/2023,1754543361,1071087989.8571428
Brightwater,12/24/2023,2002525338,1278742926.142857
Brightwater,12/25/2023,2200460097,1499411780.4285715
Brightwater,12/26/2023,2398394855,1733094552.5714285
Brightwater,12/27/2023,2623604221,1963524094.4285715
Brightwater,12/28/2023,2848813587,2190700406.0
Brightwater,12/29/2023,3074022953,2414623487.428571
Brightwater,12/30/2023,3299232318,2635293338.428571
Brightwater,12/31/2023,3524441684,2852709959.285714
Brightwater,01/01/2024,3749651050,3074022952.571429
Brightwater,01/02/2024,3974860416,3299232318.428571
Brightwater,01/03/2024,3773136813,3463451260.142857
Brightwater,01/04/2024,3571413211,3566679777.857143
Brightwater,01/05/2024,3369689609,3608917871.571429
Brightwater,01/06/2024,3167966007,3590165541.428571
Brightwater,01/07/2024,2966242405,3510422787.285714
Brightwater,01/08/2024,2602179690,3346498307.285714
Brightwater,01/09/2024,2238116975,3098392101.428571
Brightwater,01/10/2024,2050455824,2852294817.285714
Brightwater,01/11/2024,1862794674,2608206454.857143
Brightwater,01/12/2024,1675133523,2366127014.0
Brightwater,01/13/2024,1487472372,2126056494.7142856
Brightwater,01/14/2024,1299811221,1887994897.0
Brightwater,01/15/2024,1274489183,1698324824.5714285
Brightwater,01/16/2024,1249167145,1557046277.4285715
Brightwater,01/17/2024,1212843102,1437387317.142857
Brightwater,01/18/2024,1176519058,1339347943.4285715
Brightwater,01/19/2024,1140195015,1262928156.5714285
Brightwater,01/20/2024,1103870971,1208127956.4285715
Brightwater,01/21/2024,1067546928,1174947343.142857
Brightwater,01/22/2024,1241914124,1170293763.2857144
Brightwater,01/23/2024,1416281321,1194167217.0
Brightwater,01/24/2024,1422563506,1224127274.7142856
Brightwater,01/25/2024,1428845691,1260173936.5714285
Brightwater,01/26/2024,1435127876,1302307202.4285715
Brightwater,01/27/2024,1441410062,1350527072.5714285
Brightwater,01/28/2024,1447692247,1404833546.7142856
Brightwater,01/29/2024,1159320155,1393034408.2857144
Brightwater,01/30/2024,870948063,1315129657.142857
Brightwater,01/31/2024,761237256,1220654478.5714285
Brightwater,02/01/2024,651526449,1109608872.5714285
Brightwater,02/02/2024,541815643,981992839.2857143
Brightwater,02/03/2024,432104836,837806378.4285715
Brightwater,02/04/2024,322394029,677049490.1428572
Brightwater,02/05/2024,386921402,566706811.1428572
Brightwater,02/06/2024,451448776,506778341.5714286
Brightwater,02/07/2024,626494024,487529308.4285714
Brightwater,02/08/2024,801539272,508959711.71428573
Brightwater,02/09/2024,976584520,571069551.2857143
Brightwater,02/10/2024,1151629768,673858827.2857143
Brightwater,02/11/2024,1326675016,817327539.7142857
Brightwater,02/12/2024,1327282216,951664798.8571428
Brightwater,02/13/2024,1327889417,1076870604.7142856
Brightwater,02/14/2024,1281581489,1170454528.2857144
Brightwater,02/15/2024,1235273562,1232416569.7142856
Brightwater,02/16/2024,1188965634,1262756728.857143
Brightwater,02/17/2024,1142657707,1261475005.857143
Brightwater,02/18/2024,1096349779,1228571400.5714285
Brightwater,02/19/2024,1197984602,1210100312.857143
Brightwater,02/20/2024,1315071069,1208269120.2857144
Brightwater,02/21/2024,1394302559,1224372130.2857144
Brightwater,02/22/2024,1473534050,1258409342.857143
Brightwater,02/23/2024,1552765540,1310380758.0
Brightwater,02/24/2024,1631997031,1380286375.7142856
Brightwater,02/25/2024,1711228522,1468126196.142857
Brightwater,02/26/2024,1577747322,1522378013.2857144
Brightwater,02/27/2024,1478286773,1545694542.4285715
Brightwater,02/28/2024,1378826225,1543483637.5714285
Brightwater,02/29/2024,1279365676,1515745298.4285715
Brightwater,03/01/2024,1179905128,1462479525.2857144
Brightwater,03/02/2024,1080444579,1383686317.857143
Brightwater,03/03/2024,980984031,1279365676.2857144
Brightwater,03/04/2024,982628724,1194348733.7142856
Brightwater,03/05/2024,934801121,1116707926.2857144
Brightwater,03/06/2024,814249769,1036054146.8571428
Brightwater,03/07/2024,693698417,952387395.5714285
Brightwater,03/08/2024,573147065,865707672.2857143
Brightwater,03/09/2024,452595713,776014977.1428572
Brightwater,03/10/2024,332044361,683309310.0
Brightwater,03/11/2024,262053350,580369970.8571428
Brightwater,03/13/2024,199386673,475310764.0
Brightwater,03/14/2024,206711007,388519512.28571427
Brightwater,03/15/2024,214035342,319996215.85714287
Brightwater,03/16/2024,221359676,269740874.5714286
Brightwater,03/17/2024,228684011,237753488.57142857
Brightwater,03/18/2024,294188410,232345495.57142857
Brightwater,03/19/2024,359692810,246293989.85714287
Brightwater,03/20/2024,517111689,291683277.85714287
Brightwater,03/21/2024,674530568,358514643.71428573
Brightwater,03/22/2024,831949447,446788087.28571427
Brightwater,03/23/2024,989368326,556503608.7142857
Brightwater,03/24/2024,1146787205,687661207.8571428
Brightwater,03/25/2024,1128522089,806851733.4285715
Brightwater,03/26/2024,1110256972,914075185.1428572
Brightwater,03/27/2024,967514711,978418474.0
Brightwater,03/28/2024,824772449,999881599.8571428
Brightwater,03/29/2024,682030187,978464562.7142857
Brightwater,03/30/2024,539287925,914167362.5714285
Brightwater,03/31/2024,396545663,806989999.4285715
Brightwater,04/01/2024,338223435,694090191.7142857
Brightwater,04/02/2024,279901207,575467939.5714285
Brightwater,04/03/2024,290207249,478709730.71428573
Brightwater,04/04/2024,300513291,403815565.28571427
Brightwater,04/05/2024,310819333,350785443.28571427
Brightwater,04/06/2024,321125374,319619364.5714286
Brightwater,04/07/2024,331431416,310317329.28571427
Brightwater,04/08/2024,352927350,312417888.5714286
Brightwater,04/09/2024,374423284,325921042.4285714
Brightwater,04/10/2024,371364932,337514997.14285713
Brightwater,04/11/2024,368306579,347199752.5714286
Brightwater,04/12/2024,365248227,354975308.85714287
Brightwater,04/13/2024,362189874,360841666.0
Brightwater,04/14/2024,359131522,364798824.0
Brightwater,04/15/2024,338324061,362712639.85714287
Brightwater,04/16/2024,317516600,354583113.5714286
Brightwater,04/17/2024,355402802,352302809.28571427
Brightwater,04/18/2024,393289004,355871727.14285713
Brightwater,04/19/2024,431175206,365289867.0
Brightwater,04/20/2024,469061409,380557229.14285713
Brightwater,04/21/2024,506947611,401673813.28571427
Brightwater,04/22/2024,512362583,426536459.28571427
Brightwater,04/23/2024,517777556,455145167.28571427
Brightwater,04/24/2024,472725755,471905589.14285713
Brightwater,04/25/2024,427673954,476817724.85714287
Brightwater,04/26/2024,382622153,469881574.4285714
Brightwater,04/27/2024,337570352,451097137.71428573
Brightwater,04/28/2024,292518551,420464414.85714287
Brightwater,04/29/2024,340646709,395933575.71428573
Brightwater,04/30/2024,388774867,377504620.14285713
Brightwater,05/01/2024,422156753,370280477.0
Brightwater,05/02/2024,455538640,374261146.4285714
Brightwater,05/03/2024,488920526,389446628.28571427
Brightwater,05/04/2024,522302412,415836922.5714286
Brightwater,05/05/2024,555684298,453432029.28571427
Brightwater,05/06/2024,575622599,487000013.5714286
Brightwater,05/07/2024,595560900,516540875.4285714
Brightwater,05/08/2024,599640044,541895631.2857143
Brightwater,05/09/2024,603719188,563064281.0
Brightwater,05/10/2024,607798332,580046824.7142857
Brightwater,05/11/2024,611877476,592843262.4285715
Brightwater,05/12/2024,615956620,601453594.1428572
Brightwater,05/13/2024,597208965,604537360.7142857
Brightwater,05/14/2024,578461310,602094562.1428572
Brightwater,05/15/2024,740329647,622193076.8571428
Brightwater,05/16/2024,902197984,664832904.8571428
Brightwater,05/17/2024,1064066322,730014046.2857143
Brightwater,05/18/2024,1225934659,817736501.0
Brightwater,05/19/2024,1387802996,928000269.0
Brightwater,05/20/2024,1392634746,1041632523.4285715
Brightwater,05/21/2024,1397466495,1158633264.142857
Brightwater,05/22/2024,1402313060,1253202323.142857
Brightwater,05/23/2024,1407159626,1325339700.5714285
Brightwater,05/24/2024,1412006191,1375045396.142857
Brightwater,05/25/2024,1416852757,1402319410.142857
Brightwater,05/26/2024,1421699322,1407161742.4285715
Brightwater,05/27/2024,1484917913,1420345052.0
Brightwater,05/28/2024,1548136504,1441869339.0
Brightwater,05/29/2024,1544287072,1462151340.7142856
Brightwater,05/30/2024,1540437641,1481191057.142857
Brightwater,05/31/2024,1536588209,1498988488.2857144
Brightwater,06/01/2024,1532738777,1515543634.0
Brightwater,06/02/2024,1528889345,1530856494.4285715
Brightwater,06/03/2024,1527058817,1536876623.5714285
Brightwater,06/04/2024,1525228288,1533604021.2857144
Brightwater,06/05/2024,1826508117,1573921313.4285715
Brightwater,06/06/2024,2127787946,1657828499.857143
Brightwater,06/07/2024,2429067775,1785325580.7142856
Brightwater,06/08/2024,2730347604,1956412556.0
Brightwater,06/09/2024,3031627433,2171089425.714286
Brightwater,06/10/2024,2989484759,2380007417.428571
Brightwater,06/11/2024,2947342085,2583166531.285714
Brightwater,06/12/2024,2518866759,2682074908.714286
Brightwater,06/13/2024,2090391433,2676732549.714286
Brightwater,06/14/2024,1661916108,2567139454.428571
Brightwater,06/15/2024,1233440782,2353295622.714286
Brightwater,06/16/2024,804965456,2035201054.5714285
Brightwater,06/17/2024,893786144,1735815538.142857
Brightwater,06/18/2024,982606833,1455139073.5714285
Brightwater,06/19/2024,1721447330,1341222012.2857144
Brightwater,06/20/2024,2460287827,1394064354.2857144
Brightwater,06/21/2024,3199128324,1613666099.4285715
Brightwater,06/22/2024,3937968821,2000027247.857143
Brightwater,06/23/2024,4676809318,2553147799.571429
Brightwater,06/24/2024,4693258201,3095929522.0
Brightwater,06/25/2024,4709707084,3628372415.0
Brightwater,06/26/2024,4334956579,4001730879.142857
Brightwater,06/27/2024,3960206074,4216004914.428571
Brightwater,06/28/2024,3585455570,4271194521.0
Brightwater,06/29/2024,3210705065,4167299698.714286
Brightwater,06/30/2024,2835954561,3904320447.714286
Brightwater,07/01/2024,2844840927,3640260837.142857
Brightwater,07/02/2024,2853727292,3375120866.857143
Brightwater,07/03/2024,2669478772,3137195465.857143
Brightwater,07/04/2024,2485230252,2926484634.142857
Brightwater,07/05/2024,2300981731,2742988371.428571
Brightwater,07/06/2024,2116733211,2586706678.0
Brightwater,07/07/2024,1932484691,2457639553.714286
Brightwater,07/08/2024,2219416976,2368293275.0
Brightwater,07/09/2024,2506349261,2318667842.0
Brightwater,07/10/2024,2448428100,2287089174.571429
Brightwater,07/11/2024,2390506940,2273557272.857143
Brightwater,07/12/2024,2332585779,2278072136.857143
Brightwater,07/13/2024,2274664619,2300633766.571429
Brightwater,07/14/2024,2216743458,2341242161.857143
Brightwater,07/15/2024,1985098881,2307768148.285714
Brightwater,07/16/2024,1753454305,2200211726.0
Brightwater,07/17/2024,1985255431,2134044201.857143
Brightwater,07/18/2024,2217056557,2109265575.7142856
Brightwater,07/19/2024,2448857683,2125875847.7142856
Brightwater,07/20/2024,2680658809,2183875017.714286
Brightwater,07/21/2024,2912459935,2283263085.857143
Brightwater,07/22/2024,3158176296,2450845573.714286
Brightwater,07/23/2024,3403892657,2686622481.142857
Brightwater,07/24/2024,3288026427,2872732623.428571
Brightwater,07/25/2024,3172160198,3009176000.714286
Brightwater,07/26/2024,3056293968,3095952612.857143
Brightwater,07/27/2024,2940427738,3133062459.857143
Brightwater,07/28/2024,2824561509,3120505541.857143
Brightwater,07/29/2024,2714515155,3057125378.857143
Brightwater,07/30/2024,2604468802,2942921971.0
Brightwater,07/31/2024,2636872376,2849899963.714286
Brightwater,08/01/2024,2669275949,2778059356.714286
Brightwater,08/02/2024,2701679522,2727400150.142857
Brightwater,08/03/2024,2734083096,2697922344.142857
Brightwater,08/04/2024,2766486669,2689625938.428571
Brightwater,08/05/2024,2613111731,2675139735.0
Brightwater,08/06/2024,2459736793,2654463733.714286
Brightwater,08/07/2024,3001798191,2706595993.0
Brightwater,08/08/2024,3543859589,2831536513.0
Brightwater,08/09/2024,4085920988,3029285293.857143
Brightwater,08/10/2024,4627982386,3299842335.285714
Brightwater,08/11/2024,5153058494,3640781167.428571
